-119.089217,37.9074516
-118.9227753,37.6367683
-118.3913008,37.3300214
-118.5787269,37.4513875
-118.5510231,37.4253361
-118.5495696,37.425534
-118.3977056,37.3657889
-118.3945032,37.3479051
-118.4074403,37.3443641
-118.304874,37.1848167
-118.2959263,37.1705245
-118.2901871,37.1681336
-118.2989088,37.1752885
-118.2876987,37.1583962
-118.2345428,37.0199422
-118.2327242,37.0179329
-118.2261151,36.9026935
-118.1986506,36.8010965
-118.1959081,36.7976135
-118.1731454,36.7675713
-118.1302243,36.7108073
-118.0751434,36.6281577
-118.060334,36.5981432
-117.9776423,36.175877
-117.9773799,36.1721846
-117.9384966,36.0178119
-117.8702879,35.7690164
-117.8691804,35.7603044
-117.8668743,35.7197182
-117.7586369,35.6461788
-117.6772981,35.6452327
-117.6768427,35.6387479
-117.6771757,35.6305751
-117.6712906,35.6210395
-117.6688485,35.6201688
-117.671189,35.6206308
-117.6700532,35.6159357
-117.6702177,35.6097384
-117.6731291,35.604936
-117.682126,35.5992142
-117.690799,35.5935241
-117.6659211,35.4198324
-117.661308,35.4408876
-117.6195669,35.3528446
-117.342061,34.9323635
-117.3439378,34.9281013
-116.9844674,34.8911634
-117.0666748,34.8818461
-117.0703055,34.8813107
-117.0678772,34.8805064
-116.9782654,34.8945406
-116.9651086,34.8962726
-115.9681611,34.7247092
-115.9279519,34.7276285
-115.904725,34.7300166
-115.6933399,34.7175374
-115.6622944,34.7213133
-115.5907865,34.7306497
-115.5813695,34.732434
-114.8775224,34.8577089
-114.6159094,34.8490192
-114.6100472,34.8454936
-114.6091085,34.8432723
-114.6074763,34.8393057
-114.6055783,34.8360956
-114.6079667,34.8402576
-114.5866577,34.9874147
-114.5872441,34.9825813
-114.6106515,34.8458132
-114.610211,34.8549613
-114.3831168,35.0211761
-114.4057427,35.001036
-114.4416505,35.0020751
-114.5877603,34.9679502
-114.5970745,34.9679476
-114.5978653,34.9615116
-114.5978581,34.9536651
-114.5979053,34.9444152
-114.6096146,34.8508493
-114.6115093,34.8484576
-114.6215626,34.8484763
-114.6265131,34.8533408
-114.6291479,34.8606001
-114.6330367,34.8649099
-114.6424067,34.8681916
-114.6493566,34.8730283
-114.6561662,34.8735345
-114.9782963,34.8428156
-115.5996778,34.7288516
-115.6992387,34.719219
-115.8364178,34.7245558
-115.9050372,34.7309203
-115.9519056,34.7243084
-115.9992082,34.7244808
-116.423118,34.7837097
-116.7865578,34.8396362
-116.7468918,34.9232948
-116.8234907,34.9153637
-116.7512688,34.9222624
-116.9774185,34.8955454
-116.9967122,34.8923355
-117.053262,34.8819805
-117.0666516,34.8817948
-117.0891463,34.8467726
-87.6269847,41.7270473
-117.6185721,35.0041395
-117.9254809,35.0005653
-118.2366404,35.1118118
-118.2817289,35.1020266
-118.4734524,35.1594908
-118.497882,35.1840608
-118.620839,35.2583288
-118.7615945,35.2967238
-118.8552652,35.340637
-118.8701042,35.344295
-118.9985133,35.3534955
-119.0580922,35.4137334
-119.1944159,35.544555
-119.2295489,35.6912509
-119.258909,35.7918885
-119.2948384,35.9760987
-119.3166963,36.0792743
-119.3236123,36.1142959
-119.3245897,36.2172426
-119.3177236,36.2209993
-119.3306327,36.2231761
-119.3216198,36.2247416
-119.3320078,36.2274614
-119.3248667,36.2224443
-119.3219011,36.2250021
-119.3318247,36.2274174
-119.3386907,36.2304834
-119.3356873,36.2267816
-119.3431059,36.2396892
-119.3342561,36.2271784
-119.335147,36.2284879
-119.3341939,36.2291465
-119.3444446,36.2385721
-119.3872097,36.3019576
-119.6188651,36.3295102
-119.6405685,36.3227676
-120.2573691,36.2746804
-120.2731186,36.2976257
-120.2544877,36.2720666
-120.4830189,36.5262529
-120.4569265,36.5023577
-120.6866525,36.7240964
-120.775996,36.854477
-120.8389698,36.9278566
-120.8524503,36.9415999
-121.1327151,37.0945451
-121.3276076,37.0258256
-121.4472907,36.9822294
-121.5176261,37.0042046
-121.5309465,36.9999949
-121.537669,37.0019966
-121.5543096,37.0033984
-121.5629271,37.0135575
-121.5745027,37.0233018
-121.5694196,37.0199937
-121.57442,37.022293
-121.6050738,37.0958128
-121.638482,37.1336602
-121.6551155,37.1574728
-121.6590563,37.1573914
-121.6705574,37.1699293
-121.6902672,37.1850975
-121.7089334,37.2006989
-121.7329004,37.2182045
-121.7495814,37.2305957
-121.9164283,37.2512988
-122.1561363,37.4064241
-122.1493614,37.4126973
-122.1465753,37.4165032
-122.1402783,37.4258152
-122.13042,37.4245006
-122.1308189,37.4234883
-122.1408073,37.4247331
-122.1452774,37.4190274
-122.1521475,37.4088913
-122.1578221,37.402458
-122.1611937,37.3945259
-122.1566706,37.4017086
-122.1668034,37.3982532
-122.1581783,37.3993143
-122.1668882,37.3982789
-122.1491228,37.3923663
-122.1196114,37.3796187
-122.117228,37.3767323
-122.1159057,37.3760492
-122.1073365,37.3744042
-122.0953589,37.389895
-122.09146,37.3894858
-122.0793355,37.3834675
-122.0730657,37.3817954
-122.0670059,37.3838655
-122.0266148,37.4028866
-122.0262461,37.3994814
-122.0214442,37.3980212
-122.0585007,37.3865245
-122.0475274,37.385969
-122.0503336,37.3840418
-122.049571,37.3845034
-122.0501843,37.3861366
-122.067601,37.3900695
-122.063714,37.3726052
-122.0619636,37.3365794
-122.0588354,37.3330617
-122.0894185,37.3431742
-122.1195306,37.360835
-122.1620278,37.3879687
-122.1585419,37.391736
-122.1667651,37.398218
-122.16728,37.3983166
-122.1572559,37.4028903
-122.1504845,37.4132536
-122.1416828,37.4231925
-122.1308231,37.4172202
-122.1283952,37.4179099
-122.1418251,37.4234859
-122.1313318,37.4232824
-122.1307022,37.4245456
-122.1326977,37.4216818
-122.1419112,37.4233149
-122.1668937,37.3983128
-122.1569422,37.4096345
-122.156543,37.4045744
-122.1585096,37.3977735
-122.1668277,37.39832
-122.1629062,37.3952716
-122.1668616,37.3982783
-122.1584773,37.4038111
-122.1608139,37.3939861
-122.1540191,37.4048258
-122.1510073,37.4059218
-122.1521312,37.4089063
-122.1443208,37.4023155
-122.1299922,37.3933358
-122.1216287,37.3816313
-122.1193913,37.3796415
-122.1166262,37.3764782
-122.1668941,37.3983061
-122.1159831,37.3774676
-122.1167191,37.3785368
-122.116613,37.3788078
-122.1668912,37.39831
-122.1151212,37.3756939
-122.1207801,37.3812105
-122.1263942,37.3879783
-122.1558383,37.4099595
-122.1549092,37.4074077
-122.1582459,37.4028675
-122.1611449,37.3945524
-122.1521313,37.4089163
-122.166864,37.3983279
-122.166876,37.3983152
-122.1669289,37.3982664
-122.1580823,37.4020354
-122.1603264,37.3941115
-122.154264,37.3850864
-122.1419938,37.3737828
-122.1249516,37.3728886
-122.1200047,37.3765377
-122.1166004,37.3778148
-122.1154663,37.3767479
-122.1148854,37.3748225
-122.1156247,37.3759061
-122.1100876,37.3713994
-122.1015162,37.3805445
-122.0998745,37.3822713
-122.0962608,37.38662
-122.0900133,37.388869
-122.0835722,37.3862478
-122.082675,37.3886397
-122.0797289,37.3929112
-122.0783641,37.3945444
-122.0926829,37.4023477
-122.0981424,37.401988
-122.1034374,37.4052066
-122.1189444,37.4151724
-122.1294445,37.4217463
-122.1414744,37.4238909
-122.1457246,37.4185988
-122.1475124,37.4164237
-122.1491556,37.4146406
-122.1542106,37.4072948
-122.154996,37.405554
-122.1576657,37.3995726
-122.16124,37.3945792
-122.1639443,37.3964871
-122.1566839,37.4017487
-122.1670103,37.3982164
-122.1588065,37.3917737
-122.1575384,37.4071913
-122.1549798,37.4050402
-122.1508328,37.408062
-122.1340805,37.3991972
-122.1310067,37.3946861
-122.1284797,37.3910674
-122.1260393,37.3875808
-122.1231118,37.3837336
-122.1176967,37.3815758
-122.1154618,37.3764004
-122.1178398,37.3772499
-122.1246712,37.3855517
-122.1295729,37.3926698
-122.1325736,37.39915
-122.1404238,37.3990246
-122.1521278,37.4089181
-122.1610459,37.3941278
-122.1639441,37.3964866
-122.1565868,37.401523
-122.1668543,37.3983268
-122.1668498,37.3983197
-122.1667904,37.3982473
-122.1600128,37.3978978
-122.1503316,37.3951704
-122.1462297,37.3934872
-122.1299696,37.3945176
-122.128527,37.3929661
-122.1669753,37.3982663
-122.1543099,37.385763
-122.1607702,37.3888758
-122.1629655,37.3893015
-121.9738263,37.3959083
-122.1669734,37.3982698
-122.181907,37.3263138
-122.1744488,37.32494
-122.1738531,37.3326463
-122.1765649,37.3354842
-122.1772184,37.3399032
-122.1776727,37.3431099
-122.1800566,37.3455485
-122.176012,37.3470733
-122.1755561,37.3501886
-122.1734783,37.3518095
-122.1733352,37.3547454
-122.1741835,37.3572038
-122.1744286,37.3605165
-122.1700974,37.3614905
-122.1690896,37.3628422
-122.1681412,37.3667599
-122.1688566,37.3704516
-122.1658843,37.3729287
-122.1639613,37.3768299
